sample_id,source_file,true_label,transcript,risk_score,category,traffic_light,predicted_label,correct,whisper_latency_s,llm_latency_s,total_latency_s,matched_patterns,pattern_count,strong_hits,medium_hits,error
sample_001,C:\src\guardian_line\data\scam\audio-wav-16khz_1112259_normalized.txt,scam,"We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order.",8.0,Urgency,RED,scam,True,0.0,3.838539123535156e-05,3.838539123535156e-05,press 1 | press 2,2,press 1 | press 2,,
sample_002,C:\src\guardian_line\data\scam\audio-wav-16khz_58345_normalized.txt,scam,"to connect with Apple Support Advisor. Press 2 to listen to this message again. Or if you wish to contact us later, please call us on our toll-free number, 315-232-8257. Thank you.",10.0,Urgency,RED,scam,True,0.0,3.3855438232421875e-05,3.3855438232421875e-05,press 2 | toll-free number | please call us | apple support advisor | apple support,5,press 2 | toll-free number | please call us | apple support advisor,apple support,
sample_003,C:\src\guardian_line\data\scam\audio-wav-16khz_936704_normalized.txt,scam,"Hello. This call is to inform you that a pre-authorized order has been placed on your name. So to authorize the order, or to talk to our representative, please press 1 or stay on the line. Thank you. Goodbye.",10.0,Urgency,RED,scam,True,0.0,3.4809112548828125e-05,3.4809112548828125e-05,press 1 | pre-authorized order | authorize the order,3,press 1 | pre-authorized order | authorize the order,,
sample_004,C:\src\guardian_line\data\scam\audio-wav-16khz_1100696_normalized.txt,scam,"one to start your claim. Otherwise, press 2 to speak with the billing department.",4.0,Urgency,YELLOW,safe,False,0.0,2.4080276489257812e-05,2.4080276489257812e-05,press 2,1,press 2,,
sample_005,C:\src\guardian_line\data\scam\audio-wav-16khz_807777_normalized.txt,scam,"Thank you for choosing Hilton Hotels. We would like to inform you that thanks to the Friends and Family Rewards program, your membership is drawn to receive a complimentary stay. For further details, press 1 now. To be placed on the Do Not Call list, press 2 now.",8.0,Urgency,RED,scam,True,0.0,4.601478576660156e-05,4.601478576660156e-05,press 1 | press 2,2,press 1 | press 2,,
sample_006,C:\src\guardian_line\data\scam\audio-wav-16khz_520125_normalized.txt,scam,"On your excellent payment history, you now qualify for a 0% interest rate on all your credit card accounts. This is a limited time offer and you must respond immediately. Press 1 now to speak to our qualification department and complete the enrollment process.",10.0,Urgency,RED,scam,True,0.0,3.9577484130859375e-05,3.9577484130859375e-05,press 1 | limited time | respond immediately | must respond | immediately | qualify for | 0% interest,7,press 1,limited time | respond immediately | must respond | immediately | qualify for | 0% interest,
sample_007,C:\src\guardian_line\data\scam\audio-wav-16khz_1638881759.18243_in_Family_Communication_Robocall__Amazon-SuspiciousCharge_normalized.txt,scam,"Hi, this is Daniel from Amazon customer service. We have seen a recent order number, AMZ0987, of iPhone 11 Pro on your account, which is billed on your card attached to your Amazon account. The amount charged in $1499. We noticed some suspicious activity on your account. So we have put in hold to this transaction. Please press 1 now. And to report please press 2. Thank you.",10.0,Urgency,RED,scam,True,0.0,5.4836273193359375e-05,5.4836273193359375e-05,press 1 | press 2 | suspicious activity,3,press 1 | press 2,suspicious activity,
sample_008,C:\src\guardian_line\data\scam\audio-wav-16khz_598182_normalized.txt,scam,"is to inform you that we just suspend your social security number because we found some suspicious activity. So if you want to know about this case, just press 1. Thank you.",10.0,Urgency,RED,scam,True,0.0,3.0040740966796875e-05,3.0040740966796875e-05,press 1 | social security number | suspicious activity,3,press 1 | social security number,suspicious activity,
sample_009,C:\src\guardian_line\data\scam\audio-wav-16khz_520014_normalized.txt,scam,"Greetings, this is an automated message from the Disconnection Department of the Marva Power and Light to inform you that you will be experiencing a disconnection of service today within 30 minutes. Please press 1 to speak to a representative. Thank you.",10.0,Urgency,RED,scam,True,0.0,3.719329833984375e-05,3.719329833984375e-05,press 1 | disconnection of service | disconnection department | within 30 minutes | department of,5,press 1 | disconnection of service | disconnection department | within 30 minutes,department of,
sample_010,C:\src\guardian_line\data\scam\audio-wav-16khz_660764_normalized.txt,scam,"Hi, this is Melissa with Student Support Center. I am following up in regards to your outstanding federal student loan balance. We have been trying to reach you because you are eligible for the Federal Student Loan Forgiveness Program due to the changes made in 2022. It's imperative that we speak to you as soon as possible since the student loan payment delay is about to come to an end. You can reach us directly to discuss your options at 833-631-7911. Again, that's 833-631-7911. Thank you.",10.0,Impersonation,RED,scam,True,0.0,6.246566772460938e-05,6.246566772460938e-05,loan forgiveness | student loan forgiveness | imperative that we speak | as soon as possible | student loan | federal,6,loan forgiveness | student loan forgiveness | imperative that we speak,as soon as possible | student loan | federal,
sample_011,C:\src\guardian_line\data\scam\audio-wav-16khz_568965_normalized.txt,scam,"this is Susie calling with the Vehicle Service Department. We are calling about your vehicle's manufacturer's warranty. We sent you several notices in the mail that you have yet to extend your warranty past the factory cutoff and this is a courtesy call to renew your warranty before we close the file. If you are interested in renewing your auto warranty now, please press 5 now or press 9 to be removed from our list. Hi this is Susie calling",10.0,Mixed,RED,scam,True,0.0,6.341934204101562e-05,6.341934204101562e-05,press 9 | vehicle service | close the file | factory cutoff | sent you several notices,5,press 9,vehicle service | close the file | factory cutoff | sent you several notices,
sample_012,C:\src\guardian_line\data\scam\audio-wav-16khz_719755_normalized.txt,scam,"The very second you receive this message, you need to leave your work aside so that we can discuss about your case and take necessary action on this matter in order to connect Investigation Officer, Press 1. And you will be connected to the Concerned Department. If we don't hear from you, then we will be forced to take legal action against you.",10.0,Urgency,RED,scam,True,0.0,6.079673767089844e-05,6.079673767089844e-05,press 1 | investigation officer | discuss about your case | very second you receive | leave your work aside,5,press 1 | investigation officer | discuss about your case,very second you receive | leave your work aside,
sample_013,C:\src\guardian_line\data\scam\audio-wav-16khz_719750_normalized.txt,scam,"The very second you receive this message, you need to leave your work aside so that we can discuss about your case and take necessary action on this matter in order to connect Investigation Officer, Press 1. And you will be connected to the Concerned Department. If we don't hear from you, then we will be forced to take legal action against you.",10.0,Urgency,RED,scam,True,0.0,5.0067901611328125e-05,5.0067901611328125e-05,press 1 | investigation officer | discuss about your case | very second you receive | leave your work aside,5,press 1 | investigation officer | discuss about your case,very second you receive | leave your work aside,
sample_014,C:\src\guardian_line\data\scam\audio-wav-16khz_1205446_normalized.txt,scam,"please press 1 to speak with the billing department. Otherwise, please press 2 to speak with the disconnections department. Thank you for choosing our services.",8.0,Urgency,RED,scam,True,0.0,3.0517578125e-05,3.0517578125e-05,press 1 | press 2,2,press 1 | press 2,,
sample_015,C:\src\guardian_line\data\scam\audio-wav-16khz_241125_normalized.txt,scam,"This message is intended to contact you, regarding a legal enforcement action executed under your social security number for suspicious and fraudulent activities committed in the state of Texas. And we just suspended your social security number. Ignoring this will be an intentional second attempt, to avoid initial appearance before magistrate, judge, or grand jury for a federal criminal offense, this is the final attempt to reach you, so if you want to know about this case just press 1.",10.0,Urgency,RED,scam,True,0.0,7.271766662597656e-05,7.271766662597656e-05,press 1 | enforcement action | legal enforcement | magistrate | intentional second attempt | suspended your social | fraudulent activities | social security number | federal,9,press 1 | enforcement action | legal enforcement | magistrate | intentional second attempt | suspended your social | fraudulent activities | social security number,federal,
sample_016,C:\src\guardian_line\data\scam\audio-wav-16khz_500510_normalized.txt,scam,We would like to inform you that there is an order placed for Apple iPhone 12 Pro using your Amazon account. If you do not authorize this order then press 1 or press 2 to authorize the order.,10.0,Urgency,RED,scam,True,0.0,3.910064697265625e-05,3.910064697265625e-05,press 1 | press 2 | authorize the order,3,press 1 | press 2 | authorize the order,,
sample_017,C:\src\guardian_line\data\scam\audio-wav-16khz_274452_normalized.txt,scam,"Hello, this is Mary Marcello regarding your COVID-19 relief payment, and you can reach me at my state assigned phone number, 855-228-4781, and it's my job to make you aware that because you qualified for a relief payment, you also qualify for the new debt relief program. The primary focus of this program is to provide student loan debt relief by either significantly reducing the amount you owe or eliminating it altogether. This was just passed by the Biden administration, actively known as Biden",10.0,FinancialHook,RED,scam,True,0.0,9.322166442871094e-05,9.322166442871094e-05,qualify for | qualified for | student loan | relief payment | covid | state assigned,6,,qualify for | qualified for | student loan | relief payment | covid | state assigned,
sample_018,C:\src\guardian_line\data\scam\audio-wav-16khz_635443_normalized.txt,scam,"Next from your Amazon account, which will charge you $899. If you did not authorize this order, then press 1 for Amazon support. Thank you.",8.0,Urgency,RED,scam,True,0.0,3.600120544433594e-05,3.600120544433594e-05,press 1 | will charge you | did not authorize,3,press 1,will charge you | did not authorize,
sample_019,C:\src\guardian_line\data\scam\audio-wav-16khz_587263_normalized.txt,scam,"Hi, this is Melanie. I'm giving you a call from the dealer service center. We recently noticed your car's extended warranty would expire and wanted to provide you with one final courtesy call before your warranty expires and your warranty coverage becomes voided. This would make you financially responsible for all service repairs. If you wish to extend or reinstate your car's warranty, press 4 now or press 9 to discontinue coverage and discontinue receiving these reminders.",10.0,Impersonation,RED,scam,True,0.0,6.222724914550781e-05,6.222724914550781e-05,press 9 | extended warranty | warranty would expire | final courtesy call | irs,5,press 9,extended warranty | warranty would expire | final courtesy call | irs,
sample_020,C:\src\guardian_line\data\scam\audio-wav-16khz_651815_normalized.txt,scam,"AirPods is being ordered from your Amazon account for an amount of $1,537.35. To cancel your order or to connect with one of our customer support representatives, please press 1.",8.0,Urgency,RED,scam,True,0.0,3.24249267578125e-05,3.24249267578125e-05,press 1 | being ordered from your | cancel your order,3,press 1,being ordered from your | cancel your order,
