sample_id,source_file,true_label,transcript,risk_score,category,traffic_light,predicted_label,correct,whisper_latency_s,llm_latency_s,total_latency_s,matched_patterns,pattern_count,strong_hits,medium_hits,error
sample_001,,scam,"caller: Hello, is this John? receiver: Yes, it is. Who's calling? caller: My name is Officer Johnson from the Social Security Administration. How are you today? receiver: I'm fine, thank you. What can I do for you? caller: We've been trying to reach you about a very important matter. Your social security number has been compromised and we need to take immediate action to protect your identity. receiver: Oh no, what happened? caller: We've received reports of suspicious activity on your account a",10.0,Impersonation,RED,scam,True,0.0,0.0001385211944580078,0.0001385211944580078,your social security number has been | social security administration | suspicious activity | suspicious | confirm your | your identity,6,your social security number has been,social security administration | suspicious activity | suspicious | confirm your | your identity,
sample_002,,scam,"caller: Hello, is this John? receiver: Yeah, that's me. Who's calling? caller: My name is Officer Johnson from the Social Security Administration. We've had some suspicious activity on your account. receiver: Oh? What kind of activity? caller: We've had reports of someone trying to steal your social security number. I need to verify some information to ensure your account is secure. receiver: That sounds serious. Can you tell me more about these reports? caller: Yes, of course. But first, I need",10.0,Impersonation,RED,scam,True,0.0,0.00010848045349121094,0.00010848045349121094,social security administration | irs | suspicious activity | suspicious | confirm your,5,,social security administration | irs | suspicious activity | suspicious | confirm your,
sample_003,,scam,"caller: Hello, is this Mr. Johnson? receiver: Yeah, that's me. Who's this? caller: My name is Officer James from the Social Security Administration. We've had some suspicious activity on your account. receiver: Oh? What kind of activity? caller: Someone has been using your social security number to open up fraudulent accounts. We need to verify some information to secure your account. receiver: I see. Can you tell me more about these accounts? What kind of accounts were they? caller: Ah, well, l",10.0,Impersonation,RED,scam,True,0.0,0.00010752677917480469,0.00010752677917480469,social security administration | suspicious activity | suspicious | fraudulent | confirm your,5,,social security administration | suspicious activity | suspicious | fraudulent | confirm your,
sample_004,,scam,"caller: Hello, is this John? receiver: Yeah, that's me. Who's calling? caller: My name is Officer Johnson from the Social Security Administration. receiver: What can I do for you, Officer Johnson? caller: We've been trying to reach you about a problem with your social security number. receiver: What kind of problem? caller: It's been suspended due to suspicious activity. receiver: Suspended? That sounds serious. Can you tell me more about it? caller: Yes, sir. It appears someone has been using y",8.0,Impersonation,RED,scam,True,0.0,0.00010395050048828125,0.00010395050048828125,social security administration | irs | suspicious activity | suspicious,4,,social security administration | irs | suspicious activity | suspicious,
sample_005,,scam,"caller: Hello, this is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number. receiver: Oh, really? What's going on? caller: It appears that your social security number has been compromised and we need to take immediate action to protect your identity. receiver: That sounds serious. Can you tell me more about what happened? caller: Yes, of course. Our system shows that your social security number was used in",10.0,Impersonation,RED,scam,True,0.0,0.00012874603271484375,0.00012874603271484375,your social security number has been | social security administration | fraudulent | confirm your | your identity,5,your social security number has been,social security administration | fraudulent | confirm your | your identity,
sample_006,,scam,"caller: Hello, this is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number.  receiver: Oh, really? What's going on with it?  caller: Well, we've received reports of suspicious activity and we need to verify some information to ensure your account is secure.  receiver: That sounds serious. What kind of suspicious activity?  caller: I'm not at liberty to disclose that information over the phone. But I can as",8.0,Impersonation,RED,scam,True,0.0,0.00010514259338378906,0.00010514259338378906,social security administration | suspicious activity | suspicious | confirm your,4,,social security administration | suspicious activity | suspicious | confirm your,
sample_007,,scam,"caller: Hello, this is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number.  receiver: Oh, really? What's going on?  caller: Your social security number has been compromised and we need to take immediate action to protect your identity.  receiver: That sounds serious. Can you tell me more about what happened?  caller: Yes, of course. Our system detected suspicious activity linked to your social security nu",10.0,Impersonation,RED,scam,True,0.0,0.00010609626770019531,0.00010609626770019531,your social security number has been | social security administration | suspicious activity | suspicious | fraudulent | confirm your | your identity,7,your social security number has been,social security administration | suspicious activity | suspicious | fraudulent | confirm your | your identity,
sample_008,,scam,"caller: Hello, my name is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number. receiver: Oh, really? What's going on with it? caller: It's been suspended due to suspicious activity. I need to verify some information to reactivate it. receiver: Suspended? That sounds serious. Can you tell me more about this suspicious activity? caller: I'm not at liberty to disclose that information over the phone. But I ca",8.0,Impersonation,RED,scam,True,0.0,0.0001068115234375,0.0001068115234375,social security administration | suspicious activity | suspicious | confirm your,4,,social security administration | suspicious activity | suspicious | confirm your,
sample_009,,scam,"caller: Hello, my name is Officer Johnson from the Social Security Administration. We've been trying to reach you about a problem with your social security number. receiver: Oh really? What kind of problem? caller: It's been suspended due to suspicious activity. I need to verify some information to reactivate it. receiver: Suspended? That sounds serious. Can you tell me more about this suspicious activity? caller: I'm not at liberty to disclose that information over the phone. But I need you to ",10.0,Impersonation,RED,scam,True,0.0,0.00010132789611816406,0.00010132789611816406,social security administration | suspicious activity | suspicious | verify your | confirm your | your identity,6,,social security administration | suspicious activity | suspicious | verify your | confirm your | your identity,
sample_010,,scam,"caller: Hello, this is Officer Johnson from the Social Security Administration. We've been trying to reach you about a problem with your social security number.  receiver: Oh, really? What seems to be the issue?  caller: It's been flagged for suspicious activity and we need to verify some information to clear it up. Can you please confirm your social security number for me?  receiver: I'm not sure I'm comfortable giving that out over the phone. How do I know you're really from the SSA?  caller: ",10.0,Impersonation,RED,scam,True,0.0,0.00010538101196289062,0.00010538101196289062,social security administration | suspicious activity | suspicious | fraudulent | confirm your | your identity,6,,social security administration | suspicious activity | suspicious | fraudulent | confirm your | your identity,
sample_011,,scam,"caller: Hello, is this Mr. Johnson? receiver: Yes, it is. Who's calling? caller: My name is Officer Thompson from the Social Security Administration. We've been trying to reach you about a very urgent matter. receiver: What's going on? Is everything okay with my social security? caller: I'm afraid there's been some suspicious activity associated with your social security number. We need to verify some information to clear up this issue. receiver: Suspicious activity? What kind of activity? calle",10.0,Impersonation,RED,scam,True,0.0,0.00023365020751953125,0.00023365020751953125,social security administration | suspicious activity | suspicious | confirm your | your identity,5,,social security administration | suspicious activity | suspicious | confirm your | your identity,
sample_012,,scam,"caller: Hello, this is Officer Johnson from the Social Security Administration. We've been trying to reach you about a very serious matter regarding your social security number.  receiver: Oh, I'm so worried! What's going on with my social security number?  caller: Well, we've received reports that it's been compromised and someone is using it for fraudulent activities. We need to verify some information to ensure your identity and secure your account.  receiver: That sounds scary! What kind of ",10.0,Urgency,RED,scam,True,0.0,9.799003601074219e-05,9.799003601074219e-05,call us back | fraudulent activities | social security administration | fraudulent | your identity,5,call us back | fraudulent activities,social security administration | fraudulent | your identity,
sample_013,,scam,"caller: Hello, is this John Smith? receiver: Yes, it is. Who's calling? caller: My name is Officer Johnson from the Social Security Administration. We've had a report of suspicious activity on your social security number. receiver: Oh? What kind of activity? caller: It appears that your number has been compromised and is being used for fraudulent purposes. I need to verify some information to ensure your identity and secure your account. receiver: Okay, what do you need to know? caller: Can you ",10.0,Impersonation,RED,scam,True,0.0,0.00010704994201660156,0.00010704994201660156,social security administration | suspicious activity | suspicious | fraudulent | confirm your | your identity,6,,social security administration | suspicious activity | suspicious | fraudulent | confirm your | your identity,
sample_014,,scam,"caller: Hello, my name is Officer Johnson from the Social Security Administration. We've been trying to reach you about a problem with your social security number. receiver: Oh, really? What kind of problem? caller: Well, it's been flagged for suspicious activity and we need to verify some information to ensure your benefits aren't suspended. receiver: Suspended? I don't receive any benefits. Can you tell me more about this suspicious activity? caller: I'm not at liberty to disclose that informa",8.0,Impersonation,RED,scam,True,0.0,0.00010800361633300781,0.00010800361633300781,social security administration | suspicious activity | suspicious | confirm your,4,,social security administration | suspicious activity | suspicious | confirm your,
sample_015,,scam,"caller: Hello, this is Officer Johnson from the Social Security Administration. We've had a report of suspicious activity on your social security number. receiver: Oh no, what kind of activity? caller: It appears that someone has been using your number to commit fraud. I need to verify some information to ensure your account is secure. receiver: That sounds serious. What information do you need to verify? caller: Can you please provide me with your social security number so I can look into this ",6.0,Impersonation,RED,scam,True,0.0,0.00010657310485839844,0.00010657310485839844,social security administration | suspicious activity | suspicious,3,,social security administration | suspicious activity | suspicious,
sample_016,,scam,"caller: Hello, is this John? receiver: Yeah, that's me. Who's this? caller: My name is Officer Johnson from the Social Security Administration. receiver: Oh, what can I do for you, Officer Johnson? caller: We've been trying to reach you about a problem with your social security number. It's been compromised and we need to verify some information to secure your account. receiver: Compromised? What do you mean? How did it happen? caller: We're not entirely sure, but we suspect it was part of a lar",4.0,Impersonation,YELLOW,safe,False,0.0,0.00010466575622558594,0.00010466575622558594,social security administration | confirm your,2,,social security administration | confirm your,
sample_017,,scam,"caller: Hello, this is Officer Johnson from the Social Security Administration. We've been trying to reach you about a problem with your social security number. receiver: Oh, really? What kind of problem? caller: There's been some suspicious activity on your account and we need to verify some information to ensure your benefits aren't suspended. receiver: Suspicious activity? That sounds serious. Can you tell me more about what's going on? caller: I'd be happy to explain, but first I need to con",10.0,Impersonation,RED,scam,True,0.0,0.00010204315185546875,0.00010204315185546875,social security administration | irs | suspicious activity | suspicious | confirm your | your identity,6,,social security administration | irs | suspicious activity | suspicious | confirm your | your identity,
sample_018,,scam,"caller: Hello, my name is Officer Johnson from the Social Security Administration. We've received a report that your social security number has been compromised and is being used for fraudulent activities.  receiver: Oh no, that sounds serious. Can you tell me more about what's going on?  caller: Yes, of course. Our system shows that your social security number has been linked to several illegal transactions. I need to verify some information to put a hold on your account.  receiver: Okay, what ",10.0,Impersonation,RED,scam,True,0.0,0.00010442733764648438,0.00010442733764648438,your social security number has been | fraudulent activities | social security administration | fraudulent | confirm your | your identity,6,your social security number has been | fraudulent activities,social security administration | fraudulent | confirm your | your identity,
sample_019,,scam,"caller: Hello, is this John? receiver: Yeah, that's me. Who's calling? caller: My name is Officer Johnson from the Social Security Administration. We've been trying to reach you about a problem with your social security number. receiver: What kind of problem? I haven't done anything wrong, have I? caller: No, no, nothing like that. It's just that we've had some suspicious activity on your account and we need to verify some information to clear it up. receiver: Suspicious activity? Like what? Som",8.0,Impersonation,RED,scam,True,0.0,0.00012445449829101562,0.00012445449829101562,social security administration | suspicious activity | suspicious | confirm your,4,,social security administration | suspicious activity | suspicious | confirm your,
